OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
2,ชุมชนร่วมพัฒนาเชื้อเพลิง 2,1012,101203,1,13.70804863,100.5504703,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนแออัด,542,โรงพยาบาลเมดพาร์ค,1646.095442
195,ชุมชนโรงสี,1012,101203,1,13.69909038,100.547638,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนแออัด,1458,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,1855.469919
173,ชุมชนริมทางรถไฟสายแปดริ้ว,1002,100204,1,13.7566337,100.5201344,เขตดุสิต,แขวงสี่แยกมหานาค,ชุมชนแออัด,1333,โรงพยาบาลมิชชั่น,215.1108502
180,ชุมชนชาววัดราชา,1002,100202,1,13.77451876,100.5060447,เขตดุสิต,แขวงวชิรพยาบาล,ชุมชนแออัด,285,โรงพยาบาลวชิรพยาบาล,776.9350054
88,ชุมชนตรอกศิลป์-ตรอกตึกดิน,1001,100106,5,13.75483431,100.5010546,เขตพระนคร,แขวงเสาชิงช้า,ชุมชนเมือง,434,โรงพยาบาลกลาง,1255.99143
89,ชุมชนแพร่งภูธร,1001,100105,5,13.75173187,100.4969105,เขตพระนคร,แขวงศาลเจ้าพ่อเสือ,ชุมชนเมือง,407,โรงพยาบาลศิริราช,1435.261841
102,ชุมชนดำรงรักษ์,1008,100803,5,13.75485202,100.5114673,เขตป้อมปราบศัตรูพ่าย,แขวงคลองมหานาค,ชุมชนเมือง,310,โรงพยาบาลธนบุรี บำรุงเมือง,601.1638947
103,ชุมชนวุฒิชัย,1008,100803,5,13.75586084,100.5149971,เขตป้อมปราบศัตรูพ่าย,แขวงคลองมหานาค,ชุมชนเมือง,289,โรงพยาบาลมิชชั่น,488.3041587
104,ชุมชนภิรมย์,1013,101301,5,13.74052508,100.5010281,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,ชุมชนเมือง,375,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็กกว๋องสิวมูลนิธิ,1111.826967
105,ชุมชนสะพานหัน,1013,101301,5,13.74281385,100.5022171,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,ชุมชนเมือง,297,โรงพยาบาลกลาง,878.7187632
1925,ชุมชนทรัพย์นุกูล,1021,102105,5,13.6177126,100.452708,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนเมือง,210,โรงพยาบาลพิม,4498.361916
9,ชุมชนวัดคลองภูมิ,1012,101203,5,13.68013738,100.5458131,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนเมือง,428,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,2817.366287
183,ชุมชนซอยมิตรอนันต์,1002,100206,5,13.77847306,100.5273783,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง,450,ศูนย์การแพทย์วิชัยยุทธ,640.5794523
1698,ชุมชนสรรพาวุธนิเวศน์,1002,100206,5,13.78596202,100.5281206,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง,381,โรงพยาบาลวิชัยยุทธ,675.8607191
106,ชุมชนริมคลองโอ่งอ่าง,1013,101301,5,13.74354331,100.5026656,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,ชุมชนเมือง,310,โรงพยาบาลกลาง,797.6220382
107,ชุมชนอิสรานุภาพ,1013,101301,5,13.739964,100.5070628,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,ชุมชนเมือง,218,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็กกว๋องสิวมูลนิธิ,489.0327254
108,ชุมชนมิตรชัยภูมิ,1013,101301,5,13.73930924,100.5077059,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,ชุมชนเมือง,114,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็กกว๋องสิวมูลนิธิ,461.8539349
109,ชุมชนกรมภูธเรศร์,1013,101302,5,13.74202709,100.5096744,เขตสัมพันธวงศ์,แขวงสัมพันธวงศ์,ชุมชนเมือง,ไม่พบ,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็กกว๋องสิวมูลนิธิ,174.8816702
111,ชุมชนผู้ค้าอะไหล่เก่า,1013,101303,5,13.73353195,100.51232,เขตสัมพันธวงศ์,แขวงตลาดน้อย,ชุมชนเมือง,ไม่พบ,โรงพยาบาลสมิติเวชไชน่าทาวน์,472.6939532
121,ชุมชนซอยไวตี,1004,100402,1,13.72363053,100.5246187,เขตบางรัก,แขวงสีลม,ชุมชนแออัด,618,โรงพยาบาลเซนต์หลุยส์,470.8225689
24,ชุมชนร่วมใจพิบูล 2,1017,101704,1,13.79764168,100.5878616,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,1300,โรงพยาบาลเปาโล โชคชัย 4,992.429512
66,ชุมชนบุญกุศล,1009,100905,1,13.6860498,100.617857,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,306,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,1567.36292
1945,ชุมชนวัดทองสัมฤทธิ์,1010,101002,2,13.8005182,100.7888056,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง,1594,โรงพยาบาลนวมินทร์ 9,7157.135295
1946,ชุมชนคลองสองร่วมใจพัฒนา,1011,101106,2,13.74306088,100.7397071,เขตลาดกระบัง,แขวงขุมทอง,ชุมชนชานเมือง,724,โรงพยาบาลสิรินธร,4466.345316
1981,ชุมชนแผ่นดินทองอัลฮาดีย์,1003,100301,2,13.84938403,100.8856728,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนชานเมือง,650,โรงพยาบาลเวชการุณย์รัศมิ์,3003.713026
1947,ชุมชนม่านารุ้ลฮุ่ดา,1011,101106,5,13.75743626,100.8591745,เขตลาดกระบัง,แขวงขุมทอง,ชุมชนเมือง,764,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,8087.969335
1948,ชุมชนสัมพันธ์,1016,101602,5,13.73541607,100.4848785,เขตบางกอกใหญ่,แขวงวัดท่าพระ,ชุมชนเมือง,348,สถานพยาบาลนันอา,1221.857096
1949,ชุมชนซอยประชาราษฎร์บำเพ็ญ 12,1017,101701,5,13.77489232,100.5777201,เขตห้วยขวาง,แขวงห้วยขวาง,ชุมชนเมือง,380,โรงพยาบาลโกลเด้นเยียส์,1658.677378
1950,ชุมชนหมู่บ้านมหาดไทย 1,1019,101905,5,13.76652995,100.4220764,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนเมือง,1540,โรงพยาบาลธนบุรี 2,2936.726378
